tickSequence,exchangeName,stockName,highPrice,lifeTimeHighPrice,lifeTimeLowPrice,dayHighPrice,lastTradedPrice,week52HighPrice,week52LowPrice,bestBidPrice,bestAskPrice,dayOpenPrice,dayClosePrice,prevDayClosePrice,dayLowPrice,highPriceRange,lowPriceRange,absolutePriceChange,percentPriceChange,bestBidQuantity,bestAskQuantity,dayVolume,date,lastTradedTime
795,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:45.000
795,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,52,155,139747,2017-07-19,09:21:45
787,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
817,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.1,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1127,914,4183,2017-07-19,09:21:45.000
787,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
817,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
804,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1072,437554,2017-07-19,09:21:45.000
804,NSE,HCLINF,66.8,290.0,3.65,57.35,56.35,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.65,1.17,2074,4180,2312969,2017-07-19,09:21:43
814,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,105,4444,2017-07-19,09:21:46.000
814,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.65,2744.8,2051.9,2440.65,2440.8,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.3,1.34,2,3,115353,2017-07-19,09:21:44
819,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
819,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
825,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
825,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
787,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.75,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6389,11870,645441,2017-07-19,09:21:46.000
787,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,17064,32237,4150913,2017-07-19,09:21:44
788,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
788,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
796,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
796,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,52,155,139747,2017-07-19,09:21:45
815,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,105,4444,2017-07-19,09:21:46.000
815,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.65,2744.8,2051.9,2440.65,2440.8,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.3,1.34,2,3,115353,2017-07-19,09:21:44
820,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
820,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
818,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.1,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1127,914,4183,2017-07-19,09:21:45.000
818,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
805,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1072,437554,2017-07-19,09:21:45.000
805,NSE,HCLINF,66.8,290.0,3.65,57.35,56.4,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.7,1.26,1010,4,2322929,2017-07-19,09:21:45
826,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
826,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
788,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.75,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6389,11870,645441,2017-07-19,09:21:46.000
788,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,8733,26187,4156978,2017-07-19,09:21:46
789,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
789,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
797,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
797,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,52,155,139747,2017-07-19,09:21:45
816,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,105,4444,2017-07-19,09:21:46.000
816,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.65,2744.8,2051.9,2440.65,2440.8,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.3,1.34,2,3,115353,2017-07-19,09:21:44
821,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
821,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
819,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.1,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1127,914,4183,2017-07-19,09:21:45.000
819,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
790,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
790,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
815,BSE,SUBSYS,12.15,803.25,4.41,10.29,10.29,13.68,8.25,10.26,10.29,10.2,10.13,10.13,10.2,12.15,8.11,0.16,1.58,973,2677,9050,2017-07-19,09:21:44.000
815,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20996,37098,50277,2017-07-19,09:21:32
806,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1072,437554,2017-07-19,09:21:45.000
806,NSE,HCLINF,66.8,290.0,3.65,57.35,56.4,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.7,1.26,1010,4,2322929,2017-07-19,09:21:45
827,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
827,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
789,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.75,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6389,11870,645441,2017-07-19,09:21:46.000
789,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,8733,26187,4156978,2017-07-19,09:21:46
817,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,105,4444,2017-07-19,09:21:46.000
817,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.65,2744.8,2051.9,2440.65,2440.8,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.3,1.34,2,3,115353,2017-07-19,09:21:44
822,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
822,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
798,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
798,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,52,155,139747,2017-07-19,09:21:45
820,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.1,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1127,914,4183,2017-07-19,09:21:45.000
820,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
791,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
791,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
828,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
828,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
801,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.65,215.8,101.05,200.65,200.8,200.0,200.05,200.05,200.0,220.05,180.05,0.6,0.3,1645,248,14861,2017-07-19,09:21:45.000
801,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.7,216.0,101.0,200.65,200.7,201.5,200.05,200.05,200.55,220.05,180.05,0.65,0.32,204,385,244608,2017-07-19,09:21:44
799,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
807,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1072,437554,2017-07-19,09:21:45.000
807,NSE,HCLINF,66.8,290.0,3.65,57.35,56.4,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.7,1.26,1010,4,2322929,2017-07-19,09:21:45
799,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,52,155,139747,2017-07-19,09:21:45
823,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
823,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
821,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.1,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1127,914,4183,2017-07-19,09:21:45.000
821,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
790,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.75,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6389,11870,645441,2017-07-19,09:21:46.000
790,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,8733,26187,4156978,2017-07-19,09:21:46
792,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
792,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
818,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,105,4444,2017-07-19,09:21:46.000
818,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.65,2744.8,2051.9,2440.65,2440.8,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.3,1.34,2,3,115353,2017-07-19,09:21:44
802,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.65,215.8,101.05,200.65,200.8,200.0,200.05,200.05,200.0,220.05,180.05,0.6,0.3,1645,248,14861,2017-07-19,09:21:45.000
802,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.7,216.0,101.0,200.65,200.7,201.5,200.05,200.05,200.55,220.05,180.05,0.65,0.32,204,385,244608,2017-07-19,09:21:44
829,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
829,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
808,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1172,437554,2017-07-19,09:21:46.000
808,NSE,HCLINF,66.8,290.0,3.65,57.35,56.4,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.7,1.26,1010,4,2322929,2017-07-19,09:21:45
800,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
800,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,52,155,139747,2017-07-19,09:21:45
791,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.75,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6389,11870,645441,2017-07-19,09:21:46.000
791,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,8733,26187,4156978,2017-07-19,09:21:46
824,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
824,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
822,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.1,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1127,914,4183,2017-07-19,09:21:45.000
822,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
793,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
793,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
819,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,105,4444,2017-07-19,09:21:46.000
819,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.65,2744.8,2051.9,2440.65,2440.8,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.3,1.34,2,3,115353,2017-07-19,09:21:44
816,BSE,SUBSYS,12.15,803.25,4.41,10.29,10.29,13.68,8.25,10.26,10.29,10.2,10.13,10.13,10.2,12.15,8.11,0.16,1.58,973,2677,9050,2017-07-19,09:21:44.000
816,NSE,SUBSYS,12.15,790.0,4.4,10.3,10.3,13.7,8.2,10.25,10.3,10.2,10.15,10.15,10.2,12.15,8.15,0.15,1.48,20996,37098,50277,2017-07-19,09:21:32
803,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.65,215.8,101.05,200.65,200.8,200.0,200.05,200.05,200.0,220.05,180.05,0.6,0.3,1645,248,14861,2017-07-19,09:21:45.000
803,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.7,216.0,101.0,200.65,200.7,201.5,200.05,200.05,200.55,220.05,180.05,0.65,0.32,204,385,244608,2017-07-19,09:21:44
830,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
830,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
809,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1172,437554,2017-07-19,09:21:46.000
809,NSE,HCLINF,66.8,290.0,3.65,57.35,56.4,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.7,1.26,1010,4,2322929,2017-07-19,09:21:45
801,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
801,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,48,8,139854,2017-07-19,09:21:46
825,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,2743,6244,30726,2017-07-19,09:21:46.000
825,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
792,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.75,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6389,11870,645441,2017-07-19,09:21:46.000
792,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,8733,26187,4156978,2017-07-19,09:21:46
823,BSE,WIPRO,295.5,490.0,0.26,272.0,269.65,283.93,205.0,269.7,270.05,271.0,268.65,268.65,269.45,295.5,241.8,1.0,0.37,1102,1221,4183,2017-07-19,09:21:46.000
823,NSE,WIPRO,295.9,517.5,0.98,270.75,269.85,284.0,204.05,269.85,269.9,270.0,269.0,269.0,269.5,295.9,242.1,0.85,0.32,190,54,67618,2017-07-19,09:21:45
794,BSE,GVKPOW,9.28,93.5,4.13,7.91,7.84,9.22,5.05,7.82,7.84,7.72,7.74,7.74,7.72,9.28,6.2,0.1,1.29,7645,500,35480,2017-07-19,09:21:44.000
794,NSE,GVKPOW,9.2,92.9,4.1,7.9,7.85,9.2,5.0,7.8,7.85,7.9,7.7,7.7,7.8,9.2,6.2,0.15,1.95,60461,46499,111656,2017-07-19,09:21:41
820,BSE,TCS,2645.75,2834.0,209.0,2442.0,2437.6,2740.0,2054.7,2438.55,2440.0,2418.0,2405.25,2405.25,2417.3,2645.75,2164.75,32.35,1.34,88,205,4444,2017-07-19,09:21:46.000
820,NSE,TCS,2649.15,2839.7,207.68,2444.5,2440.8,2744.8,2051.9,2440.8,2441.0,2415.5,2408.35,2408.35,2415.1,2649.15,2167.55,32.45,1.35,3,545,115360,2017-07-19,09:21:46
810,BSE,HCLINF,66.9,299.95,3.61,57.8,56.35,64.85,37.55,56.3,56.4,57.8,55.75,55.75,55.25,66.9,44.6,0.6,1.08,876,1172,437554,2017-07-19,09:21:46.000
810,NSE,HCLINF,66.8,290.0,3.65,57.35,56.4,64.9,37.55,56.25,56.35,56.9,55.7,55.7,55.35,66.8,44.6,0.7,1.26,1010,4,2322929,2017-07-19,09:21:45
804,BSE,DLFLIM,220.05,1225.0,72.5,201.7,200.65,215.8,101.05,200.65,200.8,200.0,200.05,200.05,200.0,220.05,180.05,0.6,0.3,1645,248,14861,2017-07-19,09:21:45.000
804,NSE,DLFLIM,220.05,1225.0,72.35,201.8,200.7,216.0,101.0,200.65,200.7,201.5,200.05,200.05,200.55,220.05,180.05,0.65,0.32,204,385,244608,2017-07-19,09:21:44
831,BSE,GOLDEX,3049.36,3118.0,1526.0,2548.71,2548.41,2920.0,2452.0,2548.77,2551.0,2548.71,2545.63,2545.63,2548.41,3049.36,2032.91,2.78,0.11,6,10,20,2017-07-19,09:21:43.000
831,NSE,GOLDEX,3049.35,3119.0,797.0,2560.0,2550.15,2918.8,2475.5,2551.0,2552.65,2560.0,2545.35,2545.35,2548.05,3049.35,2032.95,4.8,0.19,1,3,104,2017-07-19,09:20:08
793,BSE,SININD,36.7,271.88,11.32,34.8,34.75,121.3,17.75,34.65,34.7,33.9,33.4,33.4,33.85,36.7,30.1,1.35,4.04,6689,500,645441,2017-07-19,09:21:46.000
793,NSE,SININD,36.7,274.01,11.34,34.8,34.7,121.4,16.15,34.65,34.7,33.8,33.4,33.4,33.8,36.7,30.1,1.3,3.89,8733,26187,4156978,2017-07-19,09:21:46
802,BSE,INFTEC,1083.9,1278.0,0.28,989.4,983.4,1097.1,900.3,983.2,983.75,989.0,985.4,985.4,981.9,1083.9,886.9,-2.0,-0.2,275,340,7255,2017-07-19,09:21:46.000
802,NSE,INFTEC,1084.15,1279.3,1.41,988.65,983.25,1096.5,901.0,983.25,983.5,981.45,985.6,985.6,981.0,1084.15,887.05,-2.35,-0.24,48,8,139854,2017-07-19,09:21:46
826,BSE,HDIL,93.3,1113.78,26.1,85.5,85.3,104.65,52.25,85.15,85.3,85.1,84.85,84.85,85.1,93.3,76.4,0.45,0.53,6427,6244,30726,2017-07-19,09:21:46.000
826,NSE,HDIL,93.35,1113.74,26.1,85.5,85.2,104.75,52.3,85.2,85.25,85.15,84.9,84.9,85.15,93.35,76.45,0.3,0.35,536,11225,405399,2017-07-19,09:21:41
